"@title,""Spanish""";
"#03386,""Notifications""";
"#03387,"" has been added.""";
"#03388,""Guest Room Status""";
"#03389,""Receptionists/Free Beds""";
"#03390,""Sponsor Gift""";
"#03391,""<0> sent…""";
"#03392,""Hurray!""";
"#03393,""You got a Wairo Coupon!<br>Use it at Wairo Shop.""";
"#03394,""Upgrade Pt""";
"#03395,""Ski Course expanded""";
"#03396,""<co=e4007f>Spr""";
"#03397,""<co=002c8a>Sum""";
"#03398,""<co=e8380d>Aut""";
"#03399,""<co=231815>Wnt""";
"#03400,""=#02890""";
"#03401,""Tropics Topics News""";
"#03402,""Area""";
"#03403,""Undo""";
"#03404,""Move""";
"#03405,""Restock""";
"#03406,""=#03034""";
"#03407,""Rebuild""";
"#03408,""Checked In""";
"#03409,""Materials Found""";
"#03410,""Corrupt data""";
"#03411,""Cannot start app.""";
"#03412,""An error occurred.<br>Send error information to help<br>us resolve issues?<br>(No personal information will be sent.)""";
"#03413,""Service ID does not exist: <0>""";
"#03414,""Purchase Precautions""";
"#03415,""A shop you can trust: Wairo Shop""";
"#03416,""Purchased items can be recovered even<br>if you delete the app, if you use the same account.""";
"#03417,""Purchase <0>""";
"#03418,""=#00494""";
"#03419,""Use Wairo Coupons<br>Owned: <0>""";
"#03420,""Coupon List""";
"#03421,""=#03318""";
"#03422,""Wairo Coupons""";
"#03423,""Complete objectives and get coupons.""";
"#03424,""Make sure you are connected to the internet and restart the app.""";
"#03425,""Make sure you disable any remote lock apps.""";
"#03426,""Some functions will not be available when playing in Kids Mode.""";
"#03427,""Buy <0> for<br>1 Wairo Coupon?""";
"#03428,""Please wait...""";
"#03429,""Friend Request""";
"#03430,""You've got a friend request in<br>XXXX<br>for Android!<br>Please accept it!""";
"#03431,""Please install<br>XXXX<br>for Android and search<br>for my ID: """"<0>"""" under """"Friends.""""<br>Download the game here.""";
"#03432,""Restore error""";
"#03433,""Billing history restored.""";
"#03434,""=#00787""";
"#03435,""Group Tour""";
"#03436,""Ski Group Tour""";
"#03437,""Kids""";
"#03438,""Schoolgirls""";
"#03439,""Ladies""";
"#03440,""Old Buddies""";
"#03441,""Hiking Students""";
"#03442,""Santa&Reindeer""";
"#03443,""Snowloving Couples""";
"#03444,""Penguins""";
"#03445,""Cows""";
"#03446,""=#00781""";
"#03447,""Aliens""";
"#03448,""=#00765""";
"#03449,""Loading...""";
"#03450,""Altitude:""";
"#03451,""=#03183""";
"#03452,""Display speed in mph or km/h""";
"#03454,""Altitude""";
"#03455,""Display altitude in ft or m""";
"#03457,""frenzy""";
"#03458,""Oh, dear... We <co=60,100,200>can't seem to contact</co> corporate HQ.""";
"#03459,""Come back to the shop after checking your signal and communications status.""";
"#03460,""Our usual impressive selection of productos should be available to you then.""";
"#03461,""We'll be waiting!""";
"#03462,""Maint.""";
"#03463,""Bonus""";
"#03464,""=#01284""";
"#03465,""Researching""";
"#03466,""=#03192""";
"#03467,""X""";
"#03468,""Cancel""";
"#03469,""Pop.""";
"#03470,""Demolish""";
"#03471,""Final Results""";
"#03472,""Select Map""";
"#03473,""Standard Slope""";
"#03474,""A run-of-the-mill ski slope""";
"#03475,""Massive Massif""";
"#03476,""A huge area perfect for skiing""";
"#03477,""The standard difficulty""";
"#03478,""A slightly tougher mode than normal""";
"#03479,""Choosing """"High"""" may make<br>the game run slowly.""";
"#03480,""Max Altitude""";
"#03481,""=#03183""";
"#03482,""Tapjoy""";
"#03483,""Get points at Tapjoy.com""";
"#03484,""[Owned: <0>pt]""";
"#03485,""Use <0> Tapjoy points<br>""";
"#03486,""Do you want to use <0><br>Tapjoy points and obtain <1>?<br>""";
"#03487,""Collect points and trade them for amazing items.""";
"#03488,""This item <co=25,25,255>can be recovered</co> even if you delete the<br>app, as long as you use the same account.""";
"#03489,""This item <co=255,0,0>cannot be recovered</co> if you<br>delete the app. Please be careful!""";
"#03490,""Reach the ending - <mode>""";
"#03491,""#1 Sales Ranking &<br>reach the ending - <mode>""";
"#03492,""Win the <0> &<br>reach the ending - <mode>""";
"#03493,""Utilize <0> + combos &<br>reach the ending - <mode>""";
"#03494,""画面会更大，<br>并且可以<br><co=60,100,200>横向旋转</co>！""";
"#03495,""好像顺利顺利解除了广告显示呢！""";
"#03496,""You can also rotate the display if your device supports it! Toggle this on or off via \""""System\"""" > \""""Options.\""""""";
"#03497,""画面已焕然一新，<br>转换一下心情来继续经营吧！""";
"#03498,""请通过许可确认信号状态后重新启动游戏。\n将通信设为关闭时可能会无法使用部分功能。""";
"#03499,""信息""";
"#03500,""=#03499""";
"#03501,""连接中""";
"#03502,""好的""";
"#03503,""欢迎光临""";
"#03504,""=#01233""";
"#03505,""呼呼呼。\n要买什么？""";
"#03506,""连接失败""";
"#03507,""=#03200""";
"#03508,""阅读使用条款（必须）""";
"#03509,""同意条款并前往市场""";
"#03510,""购买后重新开始游戏便可获得""";
"#03511,""前往购买""";
"#03512,""同意条款并前往购买""";
"#03513,""报告""";
"#03514,""Your reward is here!""";
"#03515,""要在哪里开店呢""";
"#03516,""=#00813""";
"#03517,""奖券商店""";
"#03518,""=#03458""";
"#03519,""=#03459""";
"#03520,""=#03460""";
"#03521,""=#03461""";
"#03522,""这里是世上超级罕见的<br>贩卖“奖券”的商店哦。""";
"#03523,""由于价格不菲，所以请三思而后行。""";
"#03524,""嘿嘿嘿。""";
"#03525,""=#03503""";
"#03526,""啊——非常遗憾，<br>那里的商品已经<co=60,100,200>售罄</co>了。<br>请看看其它商品吧。""";
"#03527,""奖券将会超过最大数——<0>张。""";
"#03528,""嚯，眼光不错嘛。""";
"#03529,""这边是<co=60,100,200>用真实货币购买的</co>高级商品。""";
"#03530,""小孩子请先得到<co=60,100,200>监护人</co>的允许再进行购买哦。呼呼呼。""";
"#03531,""今后这个店也会一直开着的，请随时光临。""";
"#03532,""呼呼呼，<br>请一定要再次光临哦。""";
"#03533,""=MID(#02882,1,-1)&''""";
"#03534,""游玩 <0>小时<1>分钟""";
"#03535,""=#03429""";
"#03536,""最多可以将<br><0>名各地的用户<br>登录为好友。<br>根据好友的<br>总游戏时间，会在启动时<br>得到奖励加成。询问朋友的ID后<br>申请成为好友吧。""";
"#03537,""昵称""";
"#03538,""昵称""";
"#03539,""请输入昵称""";
"#03540,""输入内容不能为空""";
"#03541,""含有无法使用的文字""";
"#03542,""好友的ID""";
"#03543,""好友的ID""";
"#03544,""请输入好友的ID""";
"#03545,""恭喜你！<br>登录了新的<co=60,100,200>好友</co>并获得了奖励加成！""";
"#03546,""只要一起游玩，今后也能获得奖励加成哦！""";
"#03547,""另外，请<co=255,0,0>不要删除游戏应用</co>哦。删除后好友将全部被清空且无法恢复。""";
"#03548,""进行游戏前""";
"#03549,""先输入你的昵称吧""";
"#03550,""点击这里""";
"#03551,""※之后可以变更※""";
"#03552,""=#03502""";
"#03553,""输入新的昵称吧""";
"#03554,""<0>  <1>小时 <2>分钟""";
"#03555,""上次启动时""";
"#03556,""累计""";
"#03557,""<0>小时<1>分钟""";
"#03558,""提出了申请。""";
"#03559,""其它<0>个""";
"#03560,""寻找好友""";
"#03561,""好友说明""";
"#03562,""告知ID""";
"#03563,""你的ID在这里（点击看看吧）""";
"#03564,""搜索请点这里""";
"#03565,""在这里输入""";
"#03566,""搜索""";
"#03567,""=#03499""";
"#03568,""对方通过需要等待一段时间""";
"#03569,""申请""";
"#03570,""=#03468""";
"#03571,""已收到申请。""";
"#03572,""请耐心等待对方通过""";
"#03573,""=#03499""";
"#03574,""关闭""";
"#03575,""生效需要花费一段时间""";
"#03576,""通过""";
"#03577,""拒绝""";
"#03578,""通过好友""";
"#03579,""好友增加""";
"#03580,""已通过<br><co=0070FF><0></co>。""";
"#03581,""推进游戏可能会有奖励加成""";
"#03582,""※不会通知对方※""";
"#03583,""删除""";
"#03584,""返回""";
"#03585,""要删除\n<0>吗？""";
"#03586,""关于好友""";
"#03587,""好友加成（每<0>分)""";
"#03588,""从好友那获得 <co=254,233,1><0></co>小时<co=254,233,1><1></co>分钟""";
"#03589,""（最大）""";
"#03590,""领取""";
"#03591,""下次再说""";
"#03592,""获得好友加成""";
"#03593,""获得了<br><co=0070FF><0>张奖券</co>。""";
"#03594,""=#03592""";
"#03595,""好友增加了<co=254,233,1><0>人</co>！""";
"#03596,""已与<co=0,128,255><0></co><br>成为好友！""";
"#03597,""无法连接。请|确认设定并等待一段时间|后再进行挑战。&最多可以登录<friend_max>个好友。""";
"#03598,""支援专用\n请输入商店代码""";
"#03599,""商店代码""";
"#03600,""接受存档数据""";
"#03601,""支援专用\n请输入咨询代码""";
"#03602,""咨询代码""";
"#03603,""推荐应用信息""";
"#03604,""前往标题画面""";
"#03605,""向朋友介绍此款游戏""";
"#03606,""0点无法进行登录。""";
"#03607,""无法登录<0>。""";
"#03608,""将更新游戏版本""";
"#03609,""认证失败。请设定购买时的账号并确认信号状态。""";
"#03610,""请设定购买时的账号并确认信号状态。""";
"#03611,""横向画面模式""";
"#03612,""可在正式版中使用！！""";
"#03613,""由于系统缘故，无法使用 <0>""";
"#03614,""请输入<0>""";
"#03615,""游戏启动中""";
"#03616,""读取失败""";
"#03617,""开始游戏""";
"#03618,""存档栏""";
"#03619,""从自动存档处继续游戏""";
"#03620,""读取存档数据""";
"#03621,""没有中断数据""";
"#03622,""空置栏位""";
"#03623,""<0>年""";
"#03624,""<0>月 <1>周""";
"#03625,""由于系统缘故，无法使用 / | < > \ """;
"#03626,""请选择数据""";
"#03627,""没有存档数据""";
"#03628,""=#01262""";
"#03629,""最高通关点数""";
"#03630,""=#02345""";
"#03631,""=#02345""";
"#03632,""正式版""";
"#03633,""纪录可在<br>正式版中使用！！""";
"#03634,""感谢您的游玩。<br>精简版至此结束。""";
"#03635,""在此之后可跳转至正式版的网站。""";
"#03636,""期待与您再次相会。""";
"#03637,""<0>最新刊<br>已发售""";
"#03638,""是""";
"#03639,""否""";
"#03640,""系统""";
"#03641,""保存""";
"#03642,""更改设定""";
"#03643,""=#03561""";
"#03644,""=#01308""";
"#03645,""结束游戏""";
"#03646,""继续游戏""";
"#03647,""=#03310""";
"#03648,""建造""";
"#03649,""=#03040""";
"#03650,""道具""";
"#03651,""返回标题""";
"#03652,""小计 <0>点""";
"#03653,""=#03054""";
"#03654,""=MID(#02882,1,-1)&''""";
"#03655,""=MID(#02882,1,-1)&''""";
"#03656,""=MID(#02882,1,-1)&''""";
"#03657,""保存游戏中""";
"#03658,""对话框""";
"#03659,""事件""";
"#03660,""=#03642""";
"#03661,""画面""";
"#03662,""=#03183""";
"#03663,""背景音乐""";
"#03664,""效果音""";
"#03665,""画面旋转""";
"#03666,""=#03007""";
"#03667,""速度优先""";
"#03668,""=#03346""";
"#03669,""=#03249""";
"#03670,""自动""";
"#03671,""固定""";
"#03672,""设为速度优先后将会删除""";
"#03673,""部分画面演出。""";
"#03674,""变更游戏进程速度。""";
"#03675,""游戏通关后可以进行变更。""";
"#03676,""设定画面是否要按""";
"#03677,""终端朝向进行旋转。""";
"#03678,""设定游戏中的""";
"#03679,""音量。""";
"#03680,""前往开罗公园""";
"#03681,""=#03680""";
"#03682,""通关点数""";
"#03683,""通关点数的计算""";
"#03684,""继续""";
"#03685,""=#03462""";
"#03686,""基本""";
"#03687,""加成""";
"#03688,""合计""";
"#03689,""=#03463""";
"#03690,""=#03057""";
"#03691,""=#03058""";
"#03692,""<0>月""";
"#03693,""=#03462""";
"#03694,""<0>/月""";
"#03695,""=#02345""";
"#03696,""=#03202""";
"#03697,""库存""";
"#03698,""=#03153""";
"#03699,""=#03148""";
"#03700,""进行中""";
"#03701,""完成 <0>个""";
"#03702,""<0>　<1>月刊""";
"#03703,""道具一览""";
"#03704,""=#03153""";
"#03705,""=#03703""";
"#03706,""使用次数""";
"#03707,""=MID(#02882,1,-1)&''""";
"#03708,""=MID(#02882,1,-1)&''""";
"#03709,""概要""";
"#03710,""期间""";
"#03711,""费用""";
"#03712,""=#00573""";
"#03713,""=#03234""";
"#03714,""=#03042""";
"#03715,""全部""";
"#03716,""全部设施""";
"#03717,""一览""";
"#03718,""当前的存档数据<br>将被覆盖""";
"#03719,""当前的存档数据<br>将被删除""";
"#03720,""保存完毕""";
"#03721,""滑动画面选择建造场所。按住建筑物进行移动可以进行细微的调整。""";
"#03722,""已设定""";
"#03723,""现金不足""";
"#03724,""获得了临时收入 <co=000080><0></co>。""";
"#03725,""开始追踪人物。<br>之后再次点击该人物可以查看详细信息。""";
"#03726,""正在建造<0>。""";
"#03727,""撤除“<0>”""";
"#03728,""要撤除到哪里？""";
"#03729,""要从哪里开始铺设<0>？""";
"#03730,""要铺设到哪里？""";
"#03731,""春""";
"#03732,""夏""";
"#03733,""秋""";
"#03734,""冬""";
"#03735,""“<co=008000><0></co>”已完成。""";
"#03736,""支付了<0> 维护费。""";
"#03737,""开罗新闻""";
"#03738,""跳转至开罗公园""";
"#03739,""跳转至游戏介绍页面""";
"#03740,""结束游戏""";
"#03741,""连接至开罗公园""";
"#03742,""连接至游戏介绍页面""";
"#03743,""=#03502""";
"#03744,""结束游戏""";
"#03745,""最新游戏的信息""";
"#03746,""可在开罗公园查看""";
"#03747,""货币单位""";
"#03748,""日元""";
"#03749,""美元""";
"#03750,""可以变更金钱的显示单位""";
"#03751,""汇率为\100 = $1""";
"#03752,""前往开罗公园请点这里""";
"#03753,""=#03615""";
"#03754,""请输入名称""";
"#03755,""长度在<0>个全角字符内""";
"#03756,""<0>年<1>月<2>周""";
"#03757,""读取失败""";
"#03758,""载入失败""";
"#03759,""请通过许可并确认信号状态。""";
"#03760,""请通过许可<br>并确认信号状态。""";
"#03761,""认证失败。""";
"#03762,""服务器发生错误。""";
"#03763,""数据发生错误。<br>请重新安装游戏。""";
"#03764,""启动失败。请重新启动游戏。""";
"#03765,""游戏开始失败。""";
"#03766,""自动存档""";
"#03767,""存档数据""";
